CatalogueNumber,ScientificName,QualifiedScientificName,CommonName,Family,Genus,Species,SpeciesAuthority,Subspecies,SubspeciesAuthority,Variety,VarietyAuthority,Forma,FormaAuthority,Identifier,IDDate,IDNotes,CDC,MuseumCollection,CollectionEventNumber,Collector,CollectorsFieldNumber,CollectionDate,CollectorSiteID,Prov_State,District,LocationName,LocationDescription,Latitude,Longitude,Approximate,UTMZone,UTMNorthing,UTMEasting,Elevation,Park_ER_IR,HabitatRemarks,SpecimenNotes,SpeciesAbundance
V170814,Triodanis perfoliata (L.) Nieuwl.,Triodanis perfoliata (L.) Nieuwl.,Venus' looking-glass,Campanulaceae,Triodanis,perfoliata,(L.) Nieuwl.,,,,,,,,2018-05-04,FNA update,Not Listed,Janzen 1997,BE059335, Harvey Janszen; Pam Janszen; Marie Fontaine,2747,1997-06-21,BS049039,British Columbia,Gulf Islands,Texada Island; Surprise Mountain,S slope of W peak of mountain,49.7166666666667,-124.583333333333,False,10U,550875,38535,330 m (min.),,"On steep rock outcrop, on shallow seepy soil, dominated by Koelaria macrantha, Trifolium tridentatum & Festuca rubra.","Population of 40 plants. Slope: 10%, Aspect: 150 SE. Also with Aspidotu densa, Epibolium munitum, Senico macounii & Erigeron flagellaris.",
V171099,Myosurus minimus L.,Myosurus minimus L.,mousetail; tiny mousetail,Ranunculaceae,Myosurus,minimus,L.,,,,,,, Harvey Janszen,,,Not Listed,Janzen 1997,BE059212, Harvey Janszen; Pam Janszen; Marie Fontaine,2643,1997-06-19,BS048941,British Columbia,Gulf Islands,Texada Island,Off Harwood Point at NE end of Dick Island,49.65,-124.466666666667,False,10U,550112,39404,1 m (min.),,At high tide line on silty organic soil in drying vernal pools dominated by Myosurus minimus.,Population or 60 plants. Also with Plantago elongata & Veronica arvensis. Slope: 10%; Aspect: 125 SE.,
V170779,Carex brunnescens (Pers.) Poir.,Carex brunnescens (Pers.) Poir.,brownish sedge; sedge,Cyperaceae,Carex,brunnescens,(Pers.) Poir.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1997,BE059145, Harvey Janszen; Pam Janszen; Marie Fontaine,2779,1997-06-23,BS048881,British Columbia,Gulf Islands,Texada Island,"Anderson Bay Road, 7.9 km S of Hydro Transmission Line Cut",49.5666666666667,-124.266666666667,False,10U,549190,40761,590 m (min.),,"On Sphagnum mat at edge of shallow lake, with Carex lasiocarpa & Scirpus acutus.",">500 clumps. With Carex leptalia, Drosers rotndifolia, Oxycoccus oxycoccus, and Tofieldia glutinosa.",
V175183,Malaxis brachypoda (A. Gray) Fernald,Malaxis brachypoda (A. Gray) Fernald,,Orchidaceae,Malaxis,brachypoda,(A. Gray) Fernald,,,,,,, James Fenneman,2013-02-01,,Blue,Janszen 1997,BE059139, Harvey Janszen; Pam Janszen; Marie Fontaine,2817,1997-07-18,BS048876,British Columbia,Gulf Islands,Texada Island,"Anderson Bay Road, 3.9km SW of hydro cut",49.6005555555556,-124.282777777778,False,10U,549501,40730,630 m (min.),,"In boggy depression with Carex viridula, Senecio indecorus, Typha latifolia.","7 plants (2 flowering, 5 immature).",
V171084,Madia madioides (Nutt.) Greene,Madia madioides (Nutt.) Greene,tarweed; woodland tarweed,Asteraceae,Madia,madioides,(Nutt.) Greene,,,,,,, Harvey Janszen,,,Not Listed,Janzen 1997,BE059221, Harvey Janszen; Pam Janszen; Marie Fontaine,2658A,1997-06-19,BS048946,British Columbia,Gulf Islands,Texada Island,Off Harwood Point at SE end of Dick Island,49.65,-124.466666666667,False,10U,550095,39397,2 m (min.),,Just above sea level on open SE slopes dominated by Bromus tectorum & Trifolium tridentatum.,"Population of 25 plants. With Panicum oligosanthes, Trifolium microcephalum, Seline antirrhina & Brodiaea coronaria. Slope: 10%; Aspect: 125 SE.",
V172202,Botrychium lanceolatum (Gmel.) Angstr.,Botrychium lanceolatum (Gmel.) Angstr.,fern; triangle moonwort,Ophioglossaceae,Botrychium,lanceolatum,(Gmel.) Angstr.,,,,,,, Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,BE059198, Harvey Janszen; Pam Janszen; Marie Fontaine,2856,1997-08-23,BS048929,British Columbia,Gulf Islands,Texada Island,Mount Sheperd road.,49.5441666666667,-124.183333333333,False,,,,670 m (min.),,"On seepy roadside, on rocky outcrop, in Douglas fir, wester hemlock forest; aspect N45E; slope 30 degrees; 5 plants growing with Lycopodium clavatum, Botrychium multifidum, Ophioglossum pusillum, Huperzia occidentalis..",5 plants,
V171090,Silene antirrhina L.,Silene antirrhina L.,campion; sleepy catchfly,Caryophyllaceae,Silene,antirrhina,L.,,,,,,, Harvey Janszen,,,Not Listed,Janzen 1997,BE059221, Harvey Janszen; Pam Janszen; Marie Fontaine,2652,1997-06-19,BS048946,British Columbia,Gulf Islands,Texada Island,Off Harwood Point at SE end of Dick Island,49.65,-124.466666666667,False,10U,550095,39397,2 m (min.),,Just above sea level on open SE slopes dominated by Bromus tectorum & Trifolium tridentatum.,Population of 1000+ plants. With Panicum oligosanthes & Vulpia microstachys. Slope: 10%; Aspect: 125 SE.,
V171058,Danthonia californica Boland.,Danthonia californica Boland.,California oatgrass; grass,Poaceae,Danthonia,californica,Boland.,,,,,,, Harvey Janszen,,,Not Listed,Janzen 1997,BE059242, Harvey Janszen; Pam Janszen; Marie Fontaine,2682,1997-06-19,BS048962,British Columbia,Gulf Islands,Texada Island,"West Hydro Station , Transmission Line Cut",49.5833333333333,-124.35,False,10U,549399,40188,40 m (min.),,"In cleared area under hydro transmission lines, dominated by Mahonia aquifolium & Rubus ursinus.","Slope: 50%; Aspect: 220 SW; with Rubus ursinus, Danthonia spicata, Festuca rubra & Senico macounii.",
V129511,Silene menziesii Hook.,Silene menziesii Hook.,campion; Menzies' campion,Caryophyllaceae,Silene,menziesii,Hook.,,,,,,, Kendrick Marr,2015-02-25,Reviewed for VFBC,Not Listed,Janszen 1984,BE033764, Harvey Janszen,s.n.,1984-06-07,BS029380,British Columbia,Cariboo; Chilcotin,Ashcroft; Barnes Lake,,50.7,-121.233333333333,False,,,,,,moist grassland near lake,,
V172082,Woodwardia fimbriata J.E. Smith ex Rees,Woodwardia fimbriata J.E. Smith ex Rees,fern; giant chain fern,Blechnaceae,Woodwardia,fimbriata,J.E. Smith ex Rees,,,,,,, Harvey Janszen,1997-01-01,,Blue,Janszen 1997,BE059305, Harvey Janszen; Pam Janszen; Marie Fontaine,2802,1997-07-17,BS049015,British Columbia,Gulf Islands,Texada Island; Mouat Bay,ca 30 meters from S shore line,49.6352777777778,-124.435833333333,False,,,,15 m (min.),,"On slumped earth hollow in Thuja plicata, Pseudotsuga menziesii, Alnus rubra forest; aspect S 80 degrees W; slope 30%.",6 crowns in 2 meter by 4 meter area.,
V170786,Arctostaphylos columbiana Piper,Arctostaphylos columbiana Piper,hairy manzanita; manzanita,Ericaceae,Arctostaphylos,columbiana,Piper,,,,,,, Harvey Janszen,,,Not Listed,Janzen 1997,BE059166, Harvey Janszen; Pam Janszen; Marie Fontaine,2772,1997-06-22,BS048900,British Columbia,Gulf Islands,Texada Island,At old fire lookout tower on N peak of Pocahontas Ridge,49.7,-124.433333333333,False,10U,550729,39581,480 m (min.),,On rock cliffs with ledges of shallow soil in Peudotsuga menziesii stand.,"10 plants. Slope: 50%, Aspect: 240 SW. Found with Juniperus communis, Senicio macounii and Digitalis purpurea",
V172167,Gratiola ebracteata Benth. ex A. DC.,Gratiola ebracteata Benth. ex A. DC.,bractless hedge-hyssop,Scrophulariaceae,Gratiola,ebracteata,Benth. ex A. DC.,,,,,,, Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,BE059234, Harvey Janszen; Pam Janszen; Marie Fontaine,2830,1997-07-19,BS048955,British Columbia,Gulf Islands,Texada Island,S end of isle at Upwood point; on E side of Whittaker bay.,49.4897222222222,-124.134444444444,False,,,,5 m (min.),,In dry vernal pools on rocky headland; aspect S45E.,Total population of ca. 300 plants in 10 pools.,
V171112,Ribes divaricatum Dougl.,Ribes divaricatum Dougl.,currant; wild black gooseberry,Grossulariaceae,Ribes,divaricatum,Dougl.,,,,,,, Harvey Janszen,,,Not Listed,Janzen 1997,BE059248, Harvey Janszen; Pam Janszen; Marie Fontaine,2668A,1997-06-19,BS048967,British Columbia,Gulf Islands,Texada Island,West Hydro Station road,49.6166666666667,-124.4,False,10U,549685,39842,85 m (min.),,In Western hemlock - Red alder stand with Polystichium munitum & Ribes lacustre.,Widespread in alder 2nd growth forest & wetlands throughout lowlands of island.,
V120053,Vicia lathyroides L.,Vicia lathyroides L.,spring vetch; vetch,Fabaceae,Vicia,lathyroides,L.,,,,,,, Harvey Janszen,1982-01-01,,Not Listed,Janszen 1982,BE043442, Harvey Janszen,2207,1982-05-01,BS036878,British Columbia,Gulf Islands,Hornby Island; Norman Point,Camp area of Norman Point,49.4833333333333,-124.666666666667,False,,,,,,"shallow soil, edge of sand above sea",,
V174974,Crassula connata (Ruiz & Pavon) Berger,Crassula connata (Ruiz & Pavon) Berger,erect pygmyweed; pygmyweed,Crassulaceae,Crassula,connata,(Ruiz & Pavon) Berger,,,,,,, Harvey Janszen,,,Red,Janszen 1998,BE060672, Harvey Janszen; George Douglas; Jenifer Penny; Marie Fontaine,2869,1998-03-17,BS050084,British Columbia,Gulf Islands,Valdes Island,"Along west cliffs, near north end",49.0833333333333,-123.683333333333,False,10U,543,450207,1 m (min.),,"On sandstone cliffs, in dry enclave with Camassia leichlinii, Lomatium utriculatum, Sedum spathulifolium.",ca. 50 plants in clusters of 4-10 on 1 sq. m enclaves.,
V170096,Potamogeton foliosus Raf.,Potamogeton foliosus Raf.,closed-leaved pondweed; pondweed,Potamogetonaceae,Potamogeton,foliosus,Raf.,,,,,,, Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,BE038344, Harvey Janszen,2486,1996-07-21,BS032898,British Columbia,,Cultus Lake,,49.0763888888889,-121.976111111111,False,10U,54360,5749,30 m (min.),,on rapidly flowing river over cobbles and some gravel dominated by Myriophyllum spicatum & Potamogeton crispus,population of 100 plants,
V170246A,Sparganium natans L.,Sparganium natans L.,bur-reed; small bur-reed,Sparganiaceae,Sparganium,natans,L.,,,,,,, Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,BE059239, Harvey Janszen,2549A,1996-08-08,BS048959,British Columbia,Gulf Islands,Texada Island,Second Lake,49.6375,-124.346111111111,False,10U,54988,4028,400 m (min.),,"in open pools in Carex band of lake; peat bottom, depth to 1 m dominated by Potamogeton amplifolius, P. gramineus",population of 50 plants,
V174844,Carex canescens L.,Carex canescens L.,grey sedge; sedge,Cyperaceae,Carex,canescens,L.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1996,BE047249, Harvey Janszen,02589A,1996-09-02,BS039838,British Columbia,Lower Fraser Valley,Marion Lake; North Alouette River,"UBC Research Forest, just below Marion Lake",49.2958333333333,-122.545555555556,False,10U,546022,53304,290 m (min.),,"On sandy river shore dominated by Alnus rubra, Thuja plicata, Rubus spectabilis; 30 plants with Spirea douglasii, Physocarpus capitatus, Equisetum arvense, Lycopus uniflorus",,
V174851,Carex arcta Boott,Carex arcta Boott,northern clustered sedge; sedge,Cyperaceae,Carex,arcta,Boott,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1996,BE038832, Harvey Janszen,02629,1996-09-13,BS033285,British Columbia,Gulf Islands,Denman Island,Cemetery Fen,49.5347222222222,-124.771111111111,False,10U,548819,37184,45 m (min.),,"In Thuja plicata - Rubus spectabilis - Polystichum munitum community; 50 plants with Athyrium filix-femina, Lysichiton americanum",,
V174848,Carex magellanica Lam. ssp. irrigua (Wahlenb.) Hiitonen,Carex magellanica Lam. ssp. irrigua (Wahlenb.) Hiitonen,poor sedge; sedge,Cyperaceae,Carex,magellanica,,irrigua,(Wahlenb.) Hiitonen,,,,, Harvey Janszen,,,Not Listed,Janszen 1996,BE044213, Harvey Janszen,02585,1996-09-02,BS037522,British Columbia,Lower Fraser Valley,Katherine Lake,UBC Research Forest,49.3469444444444,-122.559444444444,False,10U,546589,53199,530 m (min.),,"On boggy lake shore with Utricularia vulgaris & Spirea douglasii,  Menyanthes trifoliata, Lysichiton americanum; 30 plants with Myrica gale, Kalmia polifolia, Tofieldia",,
V175325,Arctostaphylos columbiana Piper,Arctostaphylos columbiana Piper,hairy manzanita; manzanita,Ericaceae,Arctostaphylos,columbiana,Piper,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1996,BE049301, Harvey Janszen,02612,1996-09-11,BS041380,British Columbia,Vancouver Island,Nanaimo River; Wolf Creek,,49.0916666666667,-124.036111111111,False,10U,543794,42435,270 m (min.),,"On shallow soil with some rock outcrops, in hydro-cut with Pseudotsuga menziesii, Gaultheria shallon, Cytisus scoparius; 150 plants with Tsuga heterophylla, Vulpia microstachys, Bromus spp.",,
V129512,Polemonium pulcherrimum Hook. var. calycinum (Eastw.) Brand,Polemonium pulcherrimum Hook. var. calycinum (Eastw.) Brand,Jacob's-ladder; showy Jacob's-ladder,Polemoniaceae,Polemonium,pulcherrimum,,,,calycinum,(Eastw.) Brand,,, Harvey Janszen,1984-01-01,,Not Listed,Janszen 1984,BE033762, Harvey Janszen,s.n.,1984-06-07,BS029378,British Columbia,,Ashcroft; Barnes Lake,,50.7,-121.233333333333,False,,,,,,beaver ponds below lake,,
V170238A,Carex viridula Michx.,Carex viridula Michx.,green sedge; sedge,Cyperaceae,Carex,viridula,Michx.,,,,,,, Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,BE059173, Harvey Janszen,2558,1996-08-09,BS048906,British Columbia,Gulf Islands,Texada Island,Bob's Lake,49.6033333333333,-124.29,False,10U,54952,4067,660 m (min.),,"in boggy meadow dominated by Ledum groenlandicum, Sphagnum spp., Cladina sp. with Juncus falcatus & Hypericum anagalloides",population of 50 plants,
V170236A,Eleocharis macrostachya Britton,Eleocharis macrostachya Britton,common spike-rush; spike-rush,Cyperaceae,Eleocharis,macrostachya,Britton,,,,,,, S. Smith,2001-01-01,IDD:  20010000; S. Galen Smith from University of Wisconsin-Madison (WIS) working on a Flora of North America project,Not Listed,Janszen 1996,BE059206, Harvey Janszen,2563,1996-08-09,BS048935,British Columbia,Gulf Islands,Texada Island,near Angel Lake,49.5916666666667,-124.265,False,10U,54945,4085,620 m (min.),,"in boggy meadow dominated by Eleocharis palustris & Carex kelloggii with Agrostis scabra, Juncus falcatus, Ranunculus flammula & Galium trifidum",population of 500 plants,
V170098,Carex bebbii (Bailey) Fern.,Carex bebbii (Bailey) Fern.,Bebb's sedge; sedge,Cyperaceae,Carex,bebbii,(Bailey) Fern.,,,,,,, Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,BE038345, Harvey Janszen,2488B,1996-07-21,BS032898,British Columbia,,Cultus Lake,,49.0763888888889,-121.976111111111,False,10U,54360,5749,30 m (min.),,"on sandy shore of rapid flowing river dominated by Carex stipata, Scirpus microcarpa, Solanum dulcamara with Juncus",1 plant,
V170245A,Huperzia occidentalis (Clute) Kartesz & Gandhi,Huperzia occidentalis (Clute) Kartesz & Gandhi,clubmoss; western fir clubmoss,Lycopodiaceae,Huperzia,occidentalis,(Clute) Kartesz & Gandhi,,,,,,, Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,BE059174, Harvey Janszen,2551B,1996-08-09,BS048906,British Columbia,Gulf Islands,Texada Island,Bob's Lake,49.6033333333333,-124.29,False,10U,54952,4067,660 m (min.),,"in boggy meadow dominated by Ledum groenlandicum, Sphagnum spp., Cladina sp.; with Juncus falcatus & Hypericum anagalloides",,
V175348,Aquilegia formosa Fisch. ex DC.,Aquilegia formosa Fisch. ex DC.,columbine; Sitka columbine,Ranunculaceae,Aquilegia,formosa,Fisch. ex DC.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1997,BE059282, Harvey Janszen; Pam Janszen; Marie Fontaine,02697,1997-06-20,BS048994,British Columbia,Gulf Islands,Texada Island; Gillies Bay,"road, 5.4 km SE of Vananda",49.7166666666667,-124.516666666667,False,10U,550882,39021,110 m (min.),,On roadside and moss-covered limestone ridge in very dry Pseudotsuga menziesii - Pinus contorta stand; slope: 5%; aspect: 220 degrees SW; 30 plants with Symphoricarpos albus & Rosa gymnocarpa,1 plant with solid red-purple flowers,
V175343,Carex kelloggii Boott in S. Wats.,Carex kelloggii Boott in S. Wats.,Kellogg's sedge; sedge,Cyperaceae,Carex,kelloggii,Boott in S. Wats.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1996,BE049296, Harvey Janszen,02609,1996-09-11,BS041378,British Columbia,Vancouver Island,Nanaimo River; Wolf Creek,,49.0875,-124.166666666667,False,10U,542762,41481,270 m (min.),,"In swamp dominated by Typha latifolia, Salix sitchensis, Spiraea douglasii; 200 plants with Salix lucida, Juncus ensifolius, Torreychloa pauciflora, Sparganium emersum",,
V175322,Potamogeton pusillus L.,Potamogeton pusillus L.,pondweed; small pondweed,Potamogetonaceae,Potamogeton,pusillus,L.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1996,BE047831, Harvey Janszen,02581,1996-09-01,BS040345,British Columbia,Lower Fraser Valley,Mike Lake,,49.2566666666667,-122.535,False,10U,545587,53383,230 m (min.),Golden Ears Provincial Park,"In shallow leads on lake shore in Carex lasiocarpa - Spiraea douglasii - Sphagnum band with Utricularia intermedia, Potamogeton pusillus and Myrica gale; 100 plants with Potamogeton natans, Myriophyllum sp.",,
V175350,Erigeron philadelphicus L.,Erigeron philadelphicus L.,daisy; Philadelphia fleabane,Asteraceae,Erigeron,philadelphicus,L.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1997,BE059295, Harvey Janszen; Pam Janszen; Marie Fontaine,02710B,1997-06-20,BS049005,British Columbia,Gulf Islands,Texada Island; Grilse Point,,49.8,-124.6,False,10U,551768,38444,3 m (min.),,"In vernal pools, in abandoned limestone quarries dominated by Juncus ensifolius, J. articulatus & Lycopus uniflorus",,
V120062,Microsteris gracilis (Hook.) Greene,Microsteris gracilis (Hook.) Greene,pink twink; twink,Polemoniaceae,Microsteris,gracilis,(Hook.) Greene,,,,,,, Harvey Janszen,1982-01-01,,Not Listed,Janszen 1982,BE043436, Harvey Janszen,2173,1982-04-29,BS036872,British Columbia,,Hornby Island; Mount Geoffrey,,49.5166666666667,-124.683333333333,False,,,,,,open ridge,,
V185498,Juncus bulbosus L.,Juncus bulbosus L.,bulbous rush; rush,Juncaceae,Juncus,bulbosus,L.,,,,,,, Frank Lomer,2013-08-02,,Not Listed,Janszen 1996,BE052829, Harvey Janszen,2574,1996-08-09,BS044102,British Columbia,,Powell River,Duck Lake,49.8555555555556,-124.441666666667,False,10U,55234,3963,230 m (min.),,"On shallow sandbar at mouth of creek flowing into lake dominated by Juncus supiniformis, & Scirpus acutus.",HJ: Population of 500 plants.,
V170233A,Potamogeton amplifolius Tuckerman,Potamogeton amplifolius Tuckerman,large-leaved pondweed; pondweed,Potamogetonaceae,Potamogeton,amplifolius,Tuckerman,,,,,,, Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,BE059203, Harvey Janszen,2566,1996-08-09,BS048932,British Columbia,Gulf Islands,Texada Island,near Angel Lake,49.5916666666667,-124.265,False,10U,54945,4085,580 m (min.),,"on silty bottom of shallow lake to 3 m; dominated by Potamogeton amplifolius, P. gramineus with Brasenia schreberi",population of 300 plants,
V170242A,Ophioglossum pusillum Raf.,Ophioglossum pusillum Raf.,fern; northern adder's tongue,Ophioglossaceae,Ophioglossum,pusillum,Raf.,,,,,,, Harvey Janszen,1996-01-01,,Blue,Janszen 1996,BE059174, Harvey Janszen,2553A,1996-08-09,BS048906,British Columbia,Gulf Islands,Texada Island,Bob's Lake,49.6033333333333,-124.29,False,10U,54952,4067,660 m (min.),,"in boggy meadow dominated by Ledum groenlandicum, Sphagnum spp., Cladina sp.; with Juncus falcatus & Hypericum anagalloides",population of 30 plants,
V174841,Huperzia occidentalis (Clute) Kartesz & Gandhi,Huperzia occidentalis (Clute) Kartesz & Gandhi,clubmoss; western fir clubmoss,Lycopodiaceae,Huperzia,occidentalis,(Clute) Kartesz & Gandhi,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1996,BE047246, Harvey Janszen,02592,1996-09-02,BS039837,British Columbia,Lower Fraser Valley,Marion Lake,UBC Research Forest,49.3094444444444,-122.545555555556,False,10U,546173,53303,305 m (min.),,"In Spirea douglasii - Carex lasiocarpa band at edge of lake with Kalmia microphylla; 50 plants with Lonicera involucrata, Lysichiton americanum, Menyanthes trifoliata, Hypericum anagalloides",,
V174846,Carex canescens L.,Carex canescens L.,grey sedge; sedge,Cyperaceae,Carex,canescens,L.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1996,BE044211, Harvey Janszen,02587,1996-09-02,BS037522,British Columbia,Lower Fraser Valley,Katherine Lake,UBC Research Forest,49.3469444444444,-122.559444444444,False,10U,546589,53199,530 m (min.),,"On boggy lake shore with Utricularia vulgaris & Spirea douglasii,  Menyanthes trifoliata, Lysichiton americanum; 20 plants with Myrica gale, Kalmia polifolia, Tofieldia glutinosa, Juncus effusus, Rhynchospora alba",,
V174862,Scutellaria lateriflora L.,Scutellaria lateriflora L.,blue skullcap; skullcap,Lamiaceae,Scutellaria,lateriflora,L.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1994,BE039164, Harvey Janszen,02426,1994-09-09,BS033561,British Columbia,Gulf Islands,Denman Island; Chickadee Lake,,49.5569444444444,-124.812222222222,False,10U,549095,36892,60 m (min.),,"In Carex fen at edge of lake with Populus balsamifera, Picea sitchensis, Carex obnupta; more than 50 plants, with Carex lasiocarpa, Oenanthe sarmentosa, Spiraea douglasii, Scutellaria galericulata",,
V120091,Plagiobothrys tener (Greene) I.M. Johnst.,Plagiobothrys tener (Greene) I.M. Johnst.,,Boraginaceae,Plagiobothrys,tener,(Greene) I.M. Johnst.,,,,,,, Curtis Bjork,2013-02-01,,,Janszen 1982,BE043417, Harvey Janszen,2159,1982-04-26,BS036858,British Columbia,,Hornby Island; Heliwell Bluffs,,49.5166666666667,-124.7,False,,,,,,"thin soil at edge of cliffs, with vernal moisture",,
V185053,Amsinckia retrorsa Suksd.,Amsinckia retrorsa Suksd.,fiddleneck; rigid fiddleneck,Boraginaceae,Amsinckia,retrorsa,Suksd.,,,,,,, Curtis Bjork,2015-03-01,,Yellow,Penny 1998,BE060673, Jenifer Penny; George Douglas; Harvey Janszen; Marie Fontaine,254,1998-03-18,BS050085,British Columbia,Gulf Islands,Valdes Island,On west cliffs.,49.0833333333333,-123.666666666667,False,10U,5437281,450230,3 m (min.),,"On sandstone cliffs, on enclave with Allium acuminatum, Camas leichtlinii; aspect S28 degrees W.","Ca 60 pls in 4 m sq, scattered along bluffs",
V185057,Myosurus minimus L.,Myosurus minimus L.,mousetail; tiny mousetail,Ranunculaceae,Myosurus,minimus,L.,,,,,,, Marie Fontaine,,,Not Listed,Fontaine 1998,BE060674, Jenifer Penny; George Douglas; Harvey Janszen; Marie Fontaine,021,1998-03-18,BS050086,British Columbia,Gulf Islands,Valdez Island,"On west cliffs, in Indian Reserve.",49.0833333333333,-123.683333333333,False,10U,5438724,448931,5 m (min.),,"On mossy coastal bluffs, with Saxifraga integrifolia, Lotus micrantha, Aphanes occidentalis, Cynosurus echinantus and Festuca rubra; aspect S48 degrees W.",Ca. 65 pls in 15 m sq; other populations found along rock outcrop.,
V186591,Phegopteris connectilis (Michx.) Watt,Phegopteris connectilis (Michx.) Watt,fern; narrow beech fern,Thelypteridaceae,Phegopteris,connectilis,(Michx.) Watt,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1999,BE059169, Harvey Janszen,2913,1999-07-06,BS048903,British Columbia,Gulf Islands,Texada Island,between Anderson Bay Road and Cook Bay Road,49.5947222222222,-124.292222222222,False,10U,5494353,406580,580 m (min.),,"In cranberry bog below Typha latifolia marsh with Oxycoccus oxycoccus dominating with Senecio indecorus, Ophioglossum pusillum, Botrychium multifidum, B. virginianum; 10% slope.","HJ: aspect S45W; also with Drosera rotundifolia, Hypericum anagalloides, Veronica scutellata, Sisyrinchium californicum & Equisetum arvense; > 1000 plants.",
V120028,Microsteris gracilis (Hook.) Greene,Microsteris gracilis (Hook.) Greene,pink twink; twink,Polemoniaceae,Microsteris,gracilis,(Hook.) Greene,,,,,,, Harvey Janszen,1982-01-01,,Not Listed,Janszen 1982,BE043371, Harvey Janszen,2153,1982-04-26,BS036819,British Columbia,,Hornby Island,Heliwell Bluffs,49.5233333333333,-124.664166666667,True,,,,,,"dry, open grassy bluffs",,
V185864,Juncus supiniformis Engelm.,Juncus supiniformis Engelm.,rush; spreading rush,Juncaceae,Juncus,supiniformis,Engelm.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1996,BE038358, Harvey Janszen,2618,1996-09-12,BS032907,British Columbia,,Cumberland,"Cumberland skeet club swamp, Cumberland Creek, off Comox Lake road",49.6177777777778,-125.054722222222,False,10,5498170,351586,160 m (min.),,"In marsh dominated by Spiraea douglasii, Typha latifolia, Juncus supiniformis & Sphagnum sp.","250 plants; also with Lycopus uniflorus, Agrostis scabra, Carex sitchensis, Drosera rotundifolia, & Rhynchospsora alba; 1.099 ha, air photo 91023-116.",
V186575,Myosurus minimus L.,Myosurus minimus L.,mousetail; tiny mousetail,Ranunculaceae,Myosurus,minimus,L.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1998,BE041113, Harvey Janszen; George Douglas; Jenifer Penny; Marie Fontaine,2870,1998-03-19,BS035211,British Columbia,Gulf Islands,Gabriola Island,,49.1333333333333,-123.683333333333,False,10U,5442297,449203,2 m (min.),Drumbeg Provincial Park,"In grassy, mossy community on shallow soil over bedrock, with Montia fontana, Stellaria media, & Nemophila pedunculata; asp. N35 degrees W, 10 % slope.",HJ: ca. 300 plants in 1 m squared.,
V185862,Eleocharis obtusa (Willd.) Schult.,Eleocharis obtusa (Willd.) Schult.,blunt spike-rush; spike-rush,Cyperaceae,Eleocharis,obtusa,(Willd.) Schult.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1996,BE049255, Harvey Janszen,2615,1996-09-11,BS041345,British Columbia,Vancouver Island,Nanaimo,Rutherford pond,49.2161111111111,-124.024444444444,False,10,5451996,425407,120 m (min.),,"In shallow pond dominated by Eleocharis palustris, Juncus effusus, & Polygonum aquatica.","50 plants; also with Sparganium emersum, Lemna minor, Myriophyllum spicatum, & Alisma plantagoaquatica.",
V185856,Carex canescens L.,Carex canescens L.,grey sedge; sedge,Cyperaceae,Carex,canescens,L.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1996,BE059207, Harvey Janszen,2562,1996-08-09,BS048936,British Columbia,Gulf Islands,Texada Island,near Angel Lake,49.5966666666667,-124.276666666667,False,10U,54945,4085,620 m (min.),,In boggy meadow dominated by Eleocharis palustris and Carex kelloggii with Agrostis scabra and Juncus falcatus.,Population of 10 plants; also with Ranunculus flammula & Galium trifidum.,
V185860,Glyceria borealis (Nash) Batch.,Glyceria borealis (Nash) Batch.,grass; northern mannagrass,Poaceae,Glyceria,borealis,(Nash) Batch.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1996,BE039577, Harvey Janszen,2573,1996-08-09,BS033882,British Columbia,Powell River,Duck Lake,,49.8555555555556,-124.441666666667,False,10,55234,3963,230 m (min.),,"On shallow sandy backwater off rapidly flowing creek dominated by Alnus rubra, Spiraea douglasii, & Juncus articulatus.",Population of 25 plants.,
