area,Family,TaxonName,iNatTaxon,HJ_comment,FPNW_note,critical_comments,reviewed,review_status,Name.Status,Referred.iNaturalist.Id,Referred.iNaturalist.Name,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,subspecies,variety
ogi,Asparagaceae,Muscari armeniacum,Muscari armeniacum,Magner Galiano 2015. habitat?,,,,remaining,accepted,57847,Muscari armeniacum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Scilloideae,Hyacintheae,Muscari,armeniacum,,
ogi,Asparagaceae,Ornithogalum umbellatum,Ornithogalum umbellatum,Persisting from cultivation. Galiano location?,,,,remaining,accepted,56137,Ornithogalum umbellatum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Scilloideae,Ornithogaleae,Ornithogalum,umbellatum,,
ogi,Asparagaceae,Triteleia grandiflora,Triteleia grandiflora,Tweedale dry shoreline forest Linklater Road Galiano 2018. Possibly T. howellii? HJ,,list T. g. howellii?,AS,in progress,accepted,79452,Triteleia grandiflora,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Brodiaeoideae,,Triteleia,grandiflora,,
ogi,Asparagaceae,Triteleia hyacinthina,Triteleia hyacinthina,"Grassy slopes on bluffs, all islands.",,,AS,complete,accepted,57132,Triteleia hyacinthina,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Brodiaeoideae,,Triteleia,hyacinthina,,
ogi,Aspleniaceae,Asplenium trichomanes,Asplenium trichomanes,"Otter Bay woods below road North Pender. Ledges and cliffs Breezy Bay and west side Boot Cove, Saturna. Huggins trail off McCoskrie Road, Galiano. Several iNaturalist reports Galiano.",,,,remaining,accepted,75609,Asplenium trichomanes,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,,Aspleniaceae,,,Asplenium,trichomanes,,
ogi,Asteraceae,Achillea millefolium complex,Achillea millefolium,"Roadsides, disturbed ground, all islands.",,listed as Achillea millefolium complex,AS,in progress,accepted,52821,Achillea millefolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Anthemideae,Achillea,millefolium,,
ogi,Asteraceae,Adenocaulon bicolor,Adenocaulon bicolor,"Moist, shady woods, all islands.",,,AS,complete,accepted,56854,Adenocaulon bicolor,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Mutisioideae,Mutisieae,Adenocaulon,bicolor,,
ogi,Asteraceae,Agoseris grandiflora var. leptophylla,Agoseris grandiflora leptophylla,"Grassy bluffs, all islands.",,,AS,complete,accepted,80332,Agoseris grandiflora leptophylla,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Agoseris,grandiflora,,Agoseris grandiflora leptophylla
ogi,Asteraceae,Agoseris heterophylla,Agoseris heterophylla,"Grassy bluffs and ridges, all islands.",,,,remaining,accepted,56856,Agoseris heterophylla,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Agoseris,heterophylla,,
ogi,Asteraceae,Ambrosia chamissonis,Ambrosia chamissonis,"Sandy beaches, shoreline dunes, all islands.",,,,remaining,accepted,71135,Ambrosia chamissonis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Heliantheae,Ambrosia,chamissonis,,
ogi,Asteraceae,Anaphalis margaritacea,Anaphalis margaritacea,"Open woods and roadsides, all islands.",,,AS,complete,accepted,52833,Anaphalis margaritacea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Anaphalis,margaritacea,,
ogi,Asteraceae,Anisocarpus madioides,Anisocarpus madioides,"Dry, open Douglas-fir woodlands, all islands.",,,AS,complete,accepted,53137,Anisocarpus madioides,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Madieae,Anisocarpus,madioides,,
ogi,Asteraceae,Anthemis arvensis,Anthemis arvensis,"HJ N Pender 1981, FN N Pender 2006.",,,,remaining,accepted,52838,Anthemis arvensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Anthemideae,Anthemis,arvensis,,
ogi,Asteraceae,Anthemis cotula,Anthemis cotula,"Roadsides, waste ground, all islands.",,,,remaining,accepted,52841,Anthemis cotula,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Anthemideae,Anthemis,cotula,,
ogi,Asteraceae,Arctium minus,Arctium minus,"Waste ground, roadside, all islands.",,,AS,complete,accepted,59570,Arctium minus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Carduoideae,Cardueae,Arctium,minus,,
ogi,Asteraceae,Artemisia absinthium,Artemisia absinthium,"TRA Mayne date? location? Cullen Mortimer Spit, S Pender iNaturalist observation 2020.",,,,remaining,accepted,60350,Artemisia absinthium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Anthemideae,Artemisia,absinthium,,
ogi,Asteraceae,Artemisia campestris var. scouleriana,Artemisia campestris pacifica,"Open, grassy shoreline cliffs, all islands.",,,AS,complete,unaccepted,361656,Artemisia campestris pacifica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Anthemideae,Artemisia,campestris,Artemisia campestris pacifica,
ogi,Asteraceae,Artemisia suksdorfii,Artemisia suksdorfii,"Bluffs and beaches, all islands.",,,AS,complete,accepted,75597,Artemisia suksdorfii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Anthemideae,Artemisia,suksdorfii,,
ogi,Asteraceae,Bellis perennis,Bellis perennis,"Lawns, meadows, pastures, waste ground, all islands.",,,AS,complete,accepted,55563,Bellis perennis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Astereae,Bellis,perennis,,
ogi,Asteraceae,Bidens amplissima,Bidens amplissima,"HJ Pond edge,Blackbird Hill, Scirpus wetland, Winter Cove Park, Saturna. Chatwin Spotlight Cove Galiano 2012. Chytyk same 2012. AS ER128 Galiano 2020.",,,,remaining,accepted,159233,Bidens amplissima,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Coreopsideae,Bidens,amplissima,,
ogi,Asteraceae,Bidens cernua,Bidens cernua,"AS Divina Road, Galiano 2016. AS Cook Rd Galiano 2020.",,,,remaining,accepted,75765,Bidens cernua,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Coreopsideae,Bidens,cernua,,
ogi,Asteraceae,Bidens frondosa,Bidens frondosa,"HJ Fen in Winter Cove, Saturna 1998.",,,,remaining,accepted,51712,Bidens frondosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Coreopsideae,Bidens,frondosa,,
ogi,Asteraceae,Carthamus creticus,Carthamus creticus,"Collected once in pasture, Mayne HJ. Not persisting. On Lomer & Penny's non-established list.",not in FPNW2,,,remaining,accepted,64234,Carthamus creticus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Carduoideae,Cardueae,Carthamus,creticus,,
ogi,Asteraceae,Centaurea cyanus,Centaurea cyanus,"Roadsides, and waste places;Saturna, Galiano, especially widespread N Pender",,,,remaining,accepted,933404,Centaurea cyanus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Carduoideae,Cardueae,Centaurea,cyanus,,
ogi,Asteraceae,Centaurea melitensis,Centaurea melitensis,"Samuel Island and Georgeson Island. Steep, grassy south-facing slopes just above salt water. HJ Tumbo Island 2007. Collection same places HLR. Also Fenneman Tumbo 2007.",,,,remaining,accepted,57922,Centaurea melitensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Carduoideae,Cardueae,Centaurea,melitensis,,
ogi,Asteraceae,Centaurea nigra,Centaurea nigra,HJ Farm field North Pender 1981.,,,,remaining,accepted,126575,Centaurea nigra,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Carduoideae,Cardueae,Centaurea,nigra,,
ogi,Asteraceae,Cichorium intybus,Cichorium intybus,"Roadsides, farm fields, meadows, all islands.",,,,remaining,accepted,52913,Cichorium intybus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Cichorium,intybus,,
ogi,Asteraceae,Cirsium arvense,Cirsium arvense,"Roadsides, disturbed ground, fields, all islands.",,,,remaining,accepted,60132,Cirsium arvense,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Carduoideae,Cardueae,Cirsium,arvense,,
ogi,Asteraceae,Cirsium brevistylum,Cirsium brevistylum,"Roadsides, disturbed ground, fields, all islands.",,,,remaining,accepted,52993,Cirsium brevistylum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Carduoideae,Cardueae,Cirsium,brevistylum,,
ogi,Asteraceae,Cirsium vulgare,Cirsium vulgare,"Disturbed ground, fields and roadside, all islands.",,,,remaining,accepted,52989,Cirsium vulgare,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Carduoideae,Cardueae,Cirsium,vulgare,,
ogi,Asteraceae,Conyza canadensis,Erigeron canadensis,"Waste places and disturbed soil, farm yards, all islands.",,,,remaining,unaccepted,76907,Erigeron canadensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Astereae,Erigeron,canadensis,,
ogi,Asteraceae,Cotula coronopifolia,Cotula coronopifolia,"TRA S Pender date? Location?, HJ Tumbo Island, Cabbage Island 1993.",,,,remaining,accepted,58812,Cotula coronopifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Anthemideae,Cotula,coronopifolia,,
ogi,Asteraceae,Crepis capillaris,Crepis capillaris,"Roadsides, waste places, all islands.",,,,remaining,accepted,54050,Crepis capillaris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Crepis,capillaris,,
ogi,Asteraceae,Crepis nicaeensis,Crepis nicaeensis,Mayne location? Collection at CAN. Collector? Removed from BC checklist -no specimines 70+ years.,,,,remaining,accepted,161119,Crepis nicaeensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Crepis,nicaeensis,,
ogi,Asteraceae,Crepis vesicaria ssp. taraxacifolia,Crepis vesicaria taraxacifolia,"Eastham lists for Mayne, location? Not present GD.",,,,remaining,accepted,56870,Crepis vesicaria taraxacifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Crepis,vesicaria,Crepis vesicaria taraxacifolia,
ogi,Asteraceae,Crocidium multicaule,Crocidium multicaule,"JP,GD,HJ Kendrick Island 1998. HJ steep, seepy rock faces, Saturna 1974,1983. HJ Mt Sutil 1978.",,,,remaining,accepted,57524,Crocidium multicaule,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Senecioneae,Crocidium,multicaule,,
ogi,Asteraceae,Doronicum pardalianches,Doronicum pardalianches,AS Montague Harbour parking lot 2017.,,,,remaining,accepted,61521,Doronicum pardalianches,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Senecioneae,Doronicum,pardalianches,,
ogi,Asteraceae,Eriophyllum lanatum var. leucophyllum,Eriophyllum lanatum leucophyllum,"Grassy bluffs and ledges, all islands.",,,,remaining,accepted,240700,Eriophyllum lanatum leucophyllum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Madieae,Eriophyllum,lanatum,,Eriophyllum lanatum leucophyllum
ogi,Asteraceae,Eutrochium maculatum var. bruneri,Eutrochium maculatum bruneri,Eastham lists in Prelim Flora of VI and QCI for Saturna. No collection vouchers known.,,,,remaining,accepted,1197972,Eutrochium maculatum bruneri,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Eupatorieae,Eutrochium,maculatum,,Eutrochium maculatum bruneri
ogi,Asteraceae,Filago arvensis,Filago arvensis,HLR Blunden Island 2005.,,,,remaining,accepted,634692,Filago arvensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Filago,arvensis,,
ogi,Asteraceae,Filago pyramidata,Filago pyramidata,Note HJ 1974 collection in H&C2018. I generally treated Filago from islands as F. germanica = F. vulgaris,,,,remaining,accepted,889195,Filago pyramidata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Filago,pyramidata,,
ogi,Asteraceae,Galinsoga quadriradiata,Galinsoga quadriradiata,"HJ large garden, Mayne 1994, Winery fields, Saturna 2002. AS Galiano 2018.",,,,remaining,accepted,56170,Galinsoga quadriradiata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Millerieae,Galinsoga,quadriradiata,,
ogi,Asteraceae,Gamochaeta ustulata,Gamochaeta ustulata,"Roadside vernal pools, disturbed ground, all islands.",,,,remaining,accepted,77224,Gamochaeta ustulata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Gamochaeta,ustulata,,
ogi,Asteraceae,Gnaphalium palustre,Gnaphalium palustre,"Roadside vernal pools, disturbed ground, all islands.",,,,remaining,accepted,57980,Gnaphalium palustre,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Gnaphalium,palustre,,
ogi,Asteraceae,Gnaphalium uliginosum,Gnaphalium uliginosum,"Roadside vernal pools, disturbed ground, all islands.",,,,remaining,accepted,136366,Gnaphalium uliginosum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Gnaphalium,uliginosum,,
ogi,Asteraceae,Grindelia hirsutula,Grindelia hirsutula,"K&J Miskelly Galiano 2017. location? Saleh MacClure Rd, Galiano 1970.",,,,remaining,accepted,55364,Grindelia hirsutula,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Astereae,Grindelia,hirsutula,,
ogi,Asteraceae,Grindelia integrifolia,Grindelia integrifolia,"Coastal bluffs, beaches, salt marshes and meadows, all islands. =G. stricta on Galiano list?",,,,remaining,accepted,124526,Grindelia integrifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Astereae,Grindelia,integrifolia,,
ogi,Asteraceae,Grindelia squarrosa,Grindelia squarrosa,AC re-id HJ collections A143 and 629 Mayne and Galiano as G. s.,,,,remaining,accepted,77305,Grindelia squarrosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Astereae,Grindelia,squarrosa,,
ogi,Asteraceae,Hieracium albiflorum,Hieracium albiflorum,"Dry, open coniferous forest and margins, all islands.",,,,remaining,accepted,63937,Hieracium albiflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Hieracium,albiflorum,,
ogi,Asteraceae,Hieracium aurantiacum,Pilosella aurantiaca,"Roadsides, waste ground, Saturna, Galiano. Doesn't appear to spread easily in area.",,,,remaining,unaccepted,711103,Pilosella aurantiaca,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Pilosella,aurantiaca,,
ogi,Asteraceae,Hypochaeris glabra,Hypochaeris glabra,"Roadside, disturbed and waste ground, all islands.",,,AS,complete,accepted,53103,Hypochaeris glabra,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Hypochaeris,glabra,,
ogi,Asteraceae,Hypochaeris radicata,Hypochaeris radicata,"Lawns, cultivated ground, waste ground, all islands.",,,AS,complete,accepted,53104,Hypochaeris radicata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Hypochaeris,radicata,,
ogi,Asteraceae,Jacobaea maritima,Jacobaea maritima,"Persisting along rocky shoreline, Boot Cove, Saturna. Galiano location?",,,,remaining,accepted,357682,Jacobaea maritima,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Senecioneae,Jacobaea,maritima,,
ogi,Asteraceae,Jacobaea vulgaris,Jacobaea vulgaris,"Roadside and logging roads, widespread all islands, spreading aggressivly. Cinnabar moths too.",,,,remaining,accepted,62498,Jacobaea vulgaris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Senecioneae,Jacobaea,vulgaris,,
ogi,Asteraceae,Jaumea carnosa,Jaumea carnosa,"Salt marshes and mud flats Saturna, Cabbage, Tumbo. JP N Pender 1996.",,,,remaining,accepted,60969,Jaumea carnosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Tageteae,Jaumea,carnosa,,
ogi,Asteraceae,Lactuca serriola,Lactuca serriola,"Roadsides, fields and waste places, all islands.",,,,remaining,accepted,53107,Lactuca serriola,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Lactuca,serriola,,
ogi,Asteraceae,Lapsana communis,Lapsana communis,"Roadside, disturbed ground, forest edges, all islands.",,,,remaining,accepted,55981,Lapsana communis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Lapsana,communis,,
ogi,Asteraceae,Leontodon autumnalis,Scorzoneroides autumnalis,"RLT Helen Point, Mayne 1978. Straley Mayne 1987, TRA N Pender 1958.",,,,remaining,unaccepted,204167,Scorzoneroides autumnalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Scorzoneroides,autumnalis,,
ogi,Asteraceae,Leontodon saxatilis,Leontodon saxatilis,"Lawns, roadsides and waste places, all islands.",,,,remaining,accepted,60973,Leontodon saxatilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Leontodon,saxatilis,,
ogi,Asteraceae,Leucanthemum vulgare,Leucanthemum vulgare,"Fields, roadsides, and waste places, all islands.",,,,remaining,accepted,56057,Leucanthemum vulgare,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Anthemideae,Leucanthemum,vulgare,,
ogi,Asteraceae,Luina hypoleuca,Luina hypoleuca,FL Prevost Island 2004.,,,,remaining,accepted,77843,Luina hypoleuca,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Senecioneae,Luina,hypoleuca,,
ogi,Asteraceae,Madia exigua,Madia exigua,"Roadsides, grassy ridges, all islands.",,,AS,complete,accepted,56971,Madia exigua,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Madieae,Madia,exigua,,
ogi,Asteraceae,Madia glomerata,Madia glomerata,"Roadsides, dry open places, all islands.",,,,remaining,accepted,77923,Madia glomerata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Madieae,Madia,glomerata,,
ogi,Asteraceae,Madia gracilis,Madia gracilis,"Grassy bluffs and ledges, all islands.",,,AS,complete,accepted,53135,Madia gracilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Madieae,Madia,gracilis,,
