area,Family,TaxonName,iNatTaxon,HJ_comment,FPNW_note,critical_comments,reviewed,review_status
ogi,Cyperaceae,Carex pachystachya,Carex pachystachya,"Meadows, farm fields, moist forest all islands.",,"""Note on original Saanich Pen C. festivella entry, all now C.p."" HJ",HJ,in progress
ogi,Cyperaceae,Carex pallescens,Carex pallescens,"AS wet pasture Galiano. Known recently from Vancouver, Washington. AS possibly introduced.",,"""Carex pallescens from Galiano is interesting. Maybe ask Andrew if he can confirm this and make a collection for UBC if he has not yet done this."" –FL ""Here’s his iNat obs https://www.inaturalist.org/observations/12944880 I’ll send him a note asking for confirmation."" –HJ; Confirmed with Barbara Wilson; retain –AS","HJ, FL, AS",in progress
ogi,Cyperaceae,Carex pellita,Carex pellita,"AS collected a specimen, annotated Carex pellita by Curtis Björk, from a modified area on the western slopes of Mount Sutil; the specimen is in collections at UBC, but not yet databased.",,,,remaining
ogi,Cyperaceae,Carex praticola,Carex praticola,TRA Mitchell Lake North Pender.,,,,remaining
ogi,Cyperaceae,Carex rossii,Carex rossii,"HLR collection North Pender. J. Fenneman Mt Norman, South Pender.",,,,remaining
ogi,Cyperaceae,Carex stipata,Carex stipata,"HJ Roe Lake drainage, moist woods North Pender.",,,,remaining
ogi,Cyperaceae,Carex sylvatica,Carex sylvatica,"Meadows, roadside ditches Saturna, North & South Pender. AS Mayne Island 2020.",,,,remaining
ogi,Cyperaceae,Carex unilateralis,Carex unilateralis,"Saturna, Mayne. Meadows, farm fields. AC Portland Island 1999.",,,,remaining
ogi,Cyperaceae,Carex utriculata,Carex utriculata,"Sedge fens, all islands.",,,,remaining
ogi,Cyperaceae,Carex viridula,Carex viridula,"Sedge fens, all islands except Saturna.",,,,remaining
ogi,Cyperaceae,Carex zikae,Carex zikae,"Grassy cliff tops, East Point, S. Pender. HLR Menziea Mt, N Pender 2000. HLR Tumbo 2005.",,,,remaining
ogi,Cyperaceae,Dulichium arundinaceum,Dulichium arundinaceum,"Fens downstream from Magic Lake, Roe Lake N Pender, Sphagnum bog, Lake in DL20, Galiano.",,,,remaining
ogi,Cyperaceae,Eleocharis obtusa,Eleocharis obtusa,"Ehlers Great Beaver Swamp, Galiano 2017. AS confirmed collection.",,,,remaining
ogi,Cyperaceae,Eleocharis palustris,Eleocharis palustris,"Shallow standing water, pond and lakes all islands.",,,,remaining
ogi,Cyperaceae,Eriophorum angustifolium,Eriophorum angustifolium,"ER 128 Sphagnum bog, Galiano HLR confirmed?",,,,remaining
ogi,Cyperaceae,Eriophorum chamissonis,Eriophorum chamissonis,ER 128 Galiano Sphagnum bog.,,,,remaining
ogi,Cyperaceae,Eriophorum gracile,Eriophorum gracile,"ER 128 Sphagnum bog, Galiano. HLR's collection re-identified by AC as gracile. Holm iNaturalist report same location 2017.",,,,remaining
ogi,Cyperaceae,Eriophorum virginicum,Eriophorum virginicum,Abundant in one fen transitioning to sphagnum bog on Saturna.,,,,remaining
ogi,Cyperaceae,Rhynchospora alba,Rhynchospora alba,"ER 128 Sphagnum bog, Galiano.",,,,remaining
ogi,Cyperaceae,Schoenoplectus acutus,Schoenoplectus acutus,"Lake margins and deep water fens, all islands except Saturna.",,,,remaining
ogi,Cyperaceae,Schoenoplectus americanus,Schoenoplectus americanus,"Saturna, Boot Cove, Winter Cove.",,,,remaining
ogi,Cyperaceae,Scirpus cyperinus,Scirpus cyperinus,"Sedge fens, Saturna, Mayne, Galiano, N Pender.",,,,remaining
ogi,Cyperaceae,Scirpus microcarpus,Scirpus microcarpus,"Fens and lake shores, all islands.",,,,remaining
ogi,Cystopteridaceae,Cystopteris fragilis,Cystopteris fragilis,"Shady woods, moist rocky north slopes. Fairly common all islands.",,,,remaining
ogi,Dennstaedtiaceae,Pteridium aquilinum var. pubescens,Pteridium aquilinum pubescens,"Partial shade to open, exposed places; common throughout. Occasional disturbed ground., exposed south facing bluffs",,,,remaining
ogi,Droseraceae,Drosera rotundifolia,Drosera rotundifolia,"Sphagnum bogs, Saturna, Galiano.",,,,remaining
ogi,Dryopteridaceae,Dryopteris expansa,Dryopteris expansa,"Occasional shady, moist woods on decaying wood. All islands",,,,remaining
ogi,Dryopteridaceae,Polystichum munitum,Polystichum munitum,"Shady, moist woods, wooded hillsides, open wet forests; widespread and very common in suitable habitats, lowlands and lower north slopes all islands.",,,,remaining
ogi,Elaeagnaceae,Shepherdia canadensis,Shepherdia canadensis,"Open fir forest, all islands.",,,,remaining
ogi,Equisetaceae,Equisetum arvense,Equisetum arvense,Widespread all islands,,,,remaining
ogi,Equisetaceae,Equisetum hyemale ssp. affine,Equisetum hyemale affine,Common throughout shady edges of wetlands,,,,remaining
ogi,Equisetaceae,Equisetum palustre,Equisetum palustre,HJ disturbed pond edge N Pender 1982 #2279 recheck at V - not found on eFlora,,,,remaining
ogi,Equisetaceae,Equisetum telmateia ssp. braunii,Equisetum telmateia braunii,"Widespread all islands, lowland wetlands and ditches.",,,,remaining
ogi,Ericaceae,Allotropa virgata,Allotropa virgata,"Open, mature upland forest, all islands",,,AS,complete
ogi,Ericaceae,Andromeda polifolia,Andromeda polifolia,Galiano bog HLR. AS not confirmed.,,,,remaining
ogi,Ericaceae,Arbutus menziesii,Arbutus menziesii,"Dry south slopes or shoreline forest, all islands.",,,AS,complete
ogi,Ericaceae,Arctostaphylos columbiana,Arctostaphylos columbiana,"HJ Manzanita Hill, Galiano 1975, Calder Bodega Ridge, Galiano 1961, HJ Hall Hill Mayne, FL Valdez 2008.",,,AS,complete
ogi,Ericaceae,Arctostaphylos media,Arctostaphylos × media,"HJ Bodega Ridge, Galiano 2002 open, rocky ridge. FL Valdez Island 2008.",,,AS,complete
ogi,Ericaceae,Arctostaphylos uva-ursi,Arctostaphylos uva-ursi,"Rocky, exposed slopes, Northeast shorelines of Galiano and Mayne. Not known from Penders and rare on Saturna.",,,AS,complete
ogi,Ericaceae,Calluna vulgaris,Calluna vulgaris,"Toomer dinner plate sized clump growing in a frequently mown parking lot verge. Possibly a garden escapee, Galiano 2018.",,,,remaining
ogi,Ericaceae,Chimaphila menziesii,Chimaphila menziesii,"High elevation, north slope forest Saturna HJ 1976, 1982, 1999. Not known from other islands.",,,,remaining
ogi,Ericaceae,Chimaphila umbellata ssp. umbellata,Chimaphila umbellata umbellata,"Open or dense coniferous forest, relativly common Galiano, rare other major islands.",,,,remaining
ogi,Ericaceae,Empetrum nigrum,Empetrum nigrum,"Galiano sphagnum bog. Huggins&AS 2016. This is known from some of the domed bogs around Vancouver, but almost nowhere else. There is precisely one lowland population known in the Puget Trough of Washington, and it apparently hasn't been collected since 1936.",,,AS,complete
ogi,Ericaceae,Gaultheria shallon,Gaultheria shallon,"Mesic upland forest, all islands.",,,,remaining
ogi,Ericaceae,Hemitomes congestum,Hemitomes congestum,"HJ Stockade Hill north slope, Galiano 1980.",,,,remaining
ogi,Ericaceae,Kalmia microphylla var. occidentalis,Kalmia microphylla occidentalis,"HJ Spghagnum Bog, Galiano 1975.",,,,remaining
ogi,Ericaceae,Monotropa hypopitys,Monotropa hypopitys,"HJ Coll 2038 Jul/81 for Galiano at V is Hemitomes congestum. Saturna collection deep, north sloping fir forest on Mt W. Pyke confirmed Gary Wallace.",,,,remaining
ogi,Ericaceae,Monotropa uniflora,Monotropa uniflora,"Open Fir forest, all islands.",,,,remaining
ogi,Ericaceae,Pterospora andromedea,Pterospora andromedea,"HJ dry, open coniferous forest Satuna, Mayne 1982.",,,,remaining
ogi,Ericaceae,Pyrola aphylla,Pyrola aphylla,"HJ dry Douglas-fir salal forest Mayne, Saturna, Galiano. Outer Gulf Island plants all appear to be P. asarifolia.",,,,remaining
ogi,Ericaceae,Pyrola asarifolia,Pyrola asarifolia,"TRA S Pender, HJ Saturna, N Pender, Mayne.",,,,remaining
ogi,Ericaceae,Pyrola chlorantha,Pyrola chlorantha,"HJ In mature Douglas-fir, Cedar with Hemlock understorey (structural stage 7 forest), open parkland, Saturna 1999. Hill Mayne 1895.",,,,remaining
ogi,Ericaceae,Pyrola picta,Pyrola picta,"HJ high elevation north slope forest Saturna 1975, HJ Stockade Hill, Galiano. TRA Bedwell, S Pender.",,,,remaining
ogi,Ericaceae,Rhododendron groenlandicum,Rhododendron groenlandicum,"Sphagnum Bog, Galiano. HJ Blackbird Hill wetland, Saturna 2014-2020. HJ Mayne location? 1979",,,,remaining
ogi,Ericaceae,Vaccinium ovatum,Vaccinium ovatum,"FL Prevost 2004. Relativly common in coniferous forest Galiano, less common Mayne and N Pender, not known from Saturna and S Pender. Historical Tumbo 1926.",,,AS,complete
ogi,Ericaceae,Vaccinium oxycoccos,Vaccinium oxycoccos,"ER 128 Sphagnum Bog, Galiano.",,,AS,complete
ogi,Ericaceae,Vaccinium parvifolium,Vaccinium parvifolium,"On raw humus and decaying wood in coniferous forest, all islands.",,,AS,complete
ogi,Euphorbiaceae,Euphorbia cyparissias,Euphorbia cyparissias,"Occasional escapee to waste ground, Saturna, Galiano, Mayne. Otter Bay, N Pender iNaturalist observation 2021.",,,,remaining
ogi,Euphorbiaceae,Euphorbia maculata,Euphorbia maculata,"Abandoned greenhouse operation, East Point Road, Saturna 2004.",,,,remaining
ogi,Euphorbiaceae,Euphorbia myrsinites,Euphorbia myrsinites,"Reynolds and Pelletier below Mt Sutil, Galiano 2019",,,,remaining
ogi,Euphorbiaceae,Euphorbia peplus,Euphorbia peplus,"Gardens, flower beds, waste land, all islands.",,,,remaining
ogi,Fabaceae,Acmispon americanus var. americanus,Acmispon americanus americanus,"Krause S Pender, AW Galiano location? HJ Montague Road 1975. Saturna (RNVPBC) location? voucher?",,,AS,complete
ogi,Fabaceae,Acmispon denticulatus,Acmispon denticulatus,Montague Harbour salt marsh also Parker Island 1981.,,,AS,complete
ogi,Fabaceae,Acmispon parviflorus,Acmispon parviflorus,"Grassy bluffs, roadsides all islands.",,,AS,complete
ogi,Fabaceae,Cytisus scoparius,Cytisus scoparius,"Roadsides, dry grassland, bluffs, spreading from disturbed ground, all islands.",,,,remaining
ogi,Fabaceae,Laburnum anagyroides,Laburnum anagyroides,"Occasional, roadsides, disturbed areas. All islands.",,,,remaining
ogi,Fabaceae,Lathyrus japonicus,Lathyrus japonicus,"Sandy beaches and shoreline, all islands.",,,,remaining
ogi,Fabaceae,Lathyrus latifolius,Lathyrus latifolius,"Along roads, waste land, all islands.",,,,remaining
ogi,Fabaceae,Lathyrus nevadensis var. nevadensis,Lathyrus nevadensis nevadensis,"Open, mesic woodland, all islands.",,,,remaining
ogi,Fabaceae,Lathyrus palustris,Lathyrus palustris,"Salt marshes, Saturna, Cabbage, N Pender, Mayne.",,,,remaining
ogi,Fabaceae,Lathyrus sylvestris,Lathyrus sylvestris,MF unpublished report Galiano locatiion ? Straley Mayne Island roadside 1987.,,,,remaining
ogi,Fabaceae,Lotus corniculatus,Lotus corniculatus,"Roadsides, lawns, waste areas. All islands.",,,AS,complete
ogi,Fabaceae,Lupinus arboreus,Lupinus arboreus,"Roadsides, waste ground, ferry terminals. Mayne, Galiano, N Pender, Parker",,,,remaining
ogi,Fabaceae,Lupinus bicolor,Lupinus bicolor,"Grassy bluffs, grassy shoreline ledges, all islands.",,,,remaining
ogi,Fabaceae,Lupinus polyphyllus,Lupinus polyphyllus,"Roadsides Mayne, Galiano, N Pender; moist ground; included in Highways bank seeding. vars? On Lomer & Penny's non-established list.",,,,remaining
ogi,Fabaceae,Medicago arabica,Medicago arabica,HJ Roadside Saturna,,,,remaining
ogi,Fabaceae,Medicago lupulina,Medicago lupulina,"Lawns, waste ground, all islands.",,,,remaining
ogi,Fabaceae,Medicago sativa,Medicago sativa,"Farm fields, pasture. All islands.",,,,remaining
ogi,Fabaceae,Melilotus albus,Melilotus albus,"Roadsides, beaches, all islands.",,,,remaining
ogi,Fabaceae,Melilotus officinalis,Melilotus officinalis,"Roadsides, waste ground, Saturna, Galiano, N Pender.",,,,remaining
ogi,Fabaceae,Robinia pseudoacacia,Robinia pseudoacacia,"Occasional roadside and forest edge, all islands.",,,,remaining
ogi,Fabaceae,Securigera varia,Securigera varia,"Roadside, included in Highways slope stabilization seeding.",,,,remaining
ogi,Fabaceae,Trifolium arvense,Trifolium arvense,"Dry roadside verges, Saturna, Mayne, Galiano, N Pender",,,AS,complete
ogi,Fabaceae,Trifolium campestre,Trifolium campestre,"Lawns, roadsides, waste places, all islands.",,,AS,complete
ogi,Fabaceae,Trifolium dichotomum,Trifolium dichotomum,"Grassy, south facing bluffs, all islands.",,,AS,complete
ogi,Fabaceae,Trifolium dubium,Trifolium dubium,"Lawns, pasture and waste grounds, all islands.",,,AS,complete
ogi,Fabaceae,Trifolium glomeratum,Trifolium glomeratum,"AS Montague Harbour, Galiano 2020.",,,AS,complete
ogi,Fabaceae,Trifolium hybridum,Trifolium hybridum,"Roadsides, pasture, fields, Saturna, Galiano (probably all islands)",,,AS,complete
ogi,Fabaceae,Trifolium incarnatum,Trifolium incarnatum,"Rare; farm fields, Saturna, Galiano. Abundant Saturna Winery fields 2002.",,,AS,complete
ogi,Fabaceae,Trifolium microcephalum,Trifolium microcephalum,"Grassy bluffs and ledges, all islands.",,,AS,complete
ogi,Fabaceae,Trifolium microdon,Trifolium microdon,"Bluffs, slopes on sandy or rocky soil, all islands.",,,AS,complete
ogi,Fabaceae,Trifolium oliganthum,Trifolium oliganthum,"Bluffs, grassland on dry, rocky soils,all islands.",,,AS,complete
ogi,Fabaceae,Trifolium pratense,Trifolium pratense,"Moist roadsides, lawn, meadows, all islands.",,,AS,complete
ogi,Fabaceae,Trifolium repens,Trifolium repens,"Lawns, pastures, roadsides, waste areas, all islands.",,,AS,complete
ogi,Fabaceae,Trifolium striatum,Trifolium striatum,"Roadsides, traffic areas, Mayne, Samuel, Saturna, N Pender.",,,,remaining
ogi,Fabaceae,Trifolium subterraneum,Trifolium subterraneum,"Roadsides, parks and lawns, all islands.",,,AS,complete
ogi,Fabaceae,Trifolium variegatum,Trifolium variegatum,"Grassy banks just above sea, grassy bluffs, all islands.",,,AS,complete
ogi,Fabaceae,Trifolium willdenovii,Trifolium willdenovii,"Bluff, grassland on dry, rocky soils, all islands.",,,AS,complete
ogi,Fabaceae,Trifolium wormskioldii,Trifolium wormskioldii,"Shorelines, salt marshes, Saturna, Galiano, N Pender.",,,AS,complete
ogi,Fabaceae,Ulex europaeus,Ulex europaeus,"Waste ground, shoreline banks, disturbed ground on ridges, Galiano, Saturna, S Pender. Previously very abundant S Pender.",,,AS,complete
ogi,Fabaceae,Vicia americana,Vicia americana,"Dry, open woods, all islands.",,,AS,complete
ogi,Fabaceae,Vicia cracca,Vicia cracca,"Roadsides and waste ground, all islands.",,,AS,complete
ogi,Fabaceae,Vicia hirsuta,Vicia hirsuta,"Roadsides, disturbed ground, all islands.",,,AS,complete
ogi,Fabaceae,Vicia lathyroides,Vicia lathyroides,"FL Montague Park picnic area, Galiano 2014, FL DeCourcy Island 2006.",,,AS,complete
ogi,Fabaceae,Vicia nigricans var. gigantea,Vicia gigantea,"Open forest and gulleys near salt water, wet brackish or saline places; all islands.",,,AS,complete
ogi,Fabaceae,Vicia sativa,Vicia sativa,"Roadsides, disturbed ground, all islands.",,,AS,complete
ogi,Fabaceae,Vicia tetrasperma,Vicia tetrasperma,"Roadsides, cultivated ground, weedy areas, all islands.",,,AS,complete
ogi,Fabaceae,Vicia villosa,Vicia villosa,"Roadside, fields, ddisturbed areas, all islands.",,,AS,complete
ogi,Fagaceae,Quercus garryana,Quercus garryana,"Exposed bulffs, grassy slopes and islets. All islands. Never in mixed forest as on Saanich Peninsula.",,,,remaining
ogi,Gentianaceae,Centaurium erythraea,Centaurium erythraea,"Farm fields, meadows, all islands.",,,,remaining
ogi,Geraniaceae,Erodium cicutarium,Erodium cicutarium,Disturbed ground; all islands.,,,,remaining
ogi,Geraniaceae,Geranium bicknellii,Geranium bicknellii,"HJ Galiano, Stockade Hill gravel pit 1981.",,,,remaining
ogi,Geraniaceae,Geranium carolinianum,Geranium carolinianum,"Dry roadsides, dirt roads; all islands.",,,,remaining
ogi,Geraniaceae,Geranium dissectum,Geranium dissectum,"Waste ground, meadows; all islands",,,,remaining
ogi,Geraniaceae,Geranium molle,Geranium molle,"Roadside, lawns, waste places, open grassy bluffs; all islands.",,,,remaining
ogi,Geraniaceae,Geranium pusillum,Geranium pusillum,"Macoun at Springwater, Mayne 1914, HJ Stockade Hill, Galiano 1975.",,,,remaining
ogi,Geraniaceae,Geranium robertianum,Geranium robertianum,"Meadows, forest edges; all islands.",,,,remaining
ogi,Grossulariaceae,Ribes bracteosum,Ribes bracteosum,HJ Galiano wet forest along Montague Harbour Road.1975.,,,,remaining
ogi,Grossulariaceae,Ribes divaricatum var. divaricatum,Ribes divaricatum divaricatum,"Moist, open woods and thickets; occasional throughout, all islands.",,,,remaining
ogi,Grossulariaceae,Ribes lacustre,Ribes lacustre,"Shady lake edges, muddy places, editches, damp forest floor. Main islands except Mayne.",,,,remaining
ogi,Grossulariaceae,Ribes lobbii,Ribes lobbii,"WB Schofield Galiano 1974. HJ Miners Bay Road, Mayne 1975.",,,,remaining
ogi,Grossulariaceae,Ribes rubrum,Ribes rubrum,Heffley Lions Park Galiano 2018. escaped? established?,,,,remaining
ogi,Grossulariaceae,Ribes sanguineum,Ribes sanguineum,"Open woodland; road verges, all islands.",,,,remaining
ogi,Haloragaceae,Myriophyllum spicatum,Myriophyllum spicatum,"Ponds and lakes, Saturna, Galiano, Mayne, N Pender, Prevost.",,,,remaining
ogi,Haloragaceae,Myriophyllum verticillatum,Myriophyllum verticillatum,HLR Galiano sphagnum bog.,,,,remaining
ogi,Hydrangeaceae,Philadelphus lewisii,Philadelphus lewisii,"Open, dry, wooded areas, talus slopes rock cliff bases. All islands.",,,,remaining
ogi,Hydrocharitaceae,Elodea canadensis,Elodea canadensis,Galiano and North Pender. Occasional in ponds and upland lakes,,,,remaining
ogi,Hypericaceae,Hypericum anagalloides,Hypericum anagalloides,"Wetlands, bogs, bluff seeps, all islands.",,,AS,complete
ogi,Hypericaceae,Hypericum calycinum,Hypericum calycinum,Occasionally persisting in abandoned flower beds and fields. Several iNaturalist reports for area.,,,AS,complete
ogi,Hypericaceae,Hypericum perforatum,Hypericum perforatum,"Roadsides, cultivated land, waste places, not common, all islands.",,,AS,complete
ogi,Iridaceae,Iris germanica,Iris × germanica,Rhizomes persistant all islands. Doesn't appear to spread by seed. On Lomer & Penny's non-established list. FL has I. sibirica dry ditches DeCourcy Island 2008.,,"on list of non-established BC plants (AS); we include this on our flora, where we describe it as Rare-occasional, either long-persistent from plantings or occasionally escaping (PD)","AS, FL, PD",in progress
ogi,Iridaceae,Iris pseudacorus,Iris pseudacorus,"Ponds, fens and roadside ditches all islands.",,,,remaining
ogi,Iridaceae,Sisyrinchium idahoense,Sisyrinchium idahoense,"var. segetum Zika South Pender, var. idahoense Lomer South Pender. Known from all islands. vars? Wet grassy meadows.",,,,remaining
ogi,Iridaceae,Sisyrinchium littorale,Sisyrinchium littorale,Zika roadside S Pender 2003.,,,,remaining
ogi,Isoetaceae,Isoetes nuttallii,Isoetes nuttallii,Several restricted GI locations CPNWH. FL DeCourcy Island 2006.,,,,remaining
ogi,Juncaceae,Juncus acuminatus,Juncus acuminatus,"Fens and wetlands, all islands.",,,,remaining
ogi,Juncaceae,Juncus articulatus,Juncus articulatus,Fens and wet places all islands.,,,,remaining
ogi,Juncaceae,Juncus balticus,Juncus balticus,"Wet meadows, shoreline wetlands, common all islands. Holm reports J. arcticus from ER128, Galiano 2017.",,,,remaining
ogi,Juncaceae,Juncus bolanderi,Juncus bolanderi,Roadside ditches and wetlands common all islands except rare on Saturna.,,,,remaining
ogi,Juncaceae,Juncus bufonius,Juncus bufonius,"Common throughout on wet, disturbed ground.",,,,remaining
ogi,Juncaceae,Juncus conglomeratus,Juncus conglomeratus,"Zika roadside Port Washington, N Pender 2003. FL N Pender 2006.",,,,remaining
ogi,Juncaceae,Juncus effusus ssp. effusus,Juncus effusus effusus,"Common fens, wet meadows and fields throughout.",,"""Maybe follow the FPNW and list it as ssp. effusus from Europe. Subspecies solutus from east N.A. may also be in the area"" FL —""I have definitely been observing multiple ssp of Juncus effusus around, inc. Je.solutus, J.e.pacificus, and J.e.effusus. The list should be updated to included record of all these infrataxa—how to update comments?""","FL, AS",in progress
ogi,Juncaceae,Juncus effusus ssp. pacificus,Juncus effusus pacificus,"Common fens, wet meadows and fields throughout.",,"""Maybe follow the FPNW and list it as ssp. effusus from Europe. Subspecies solutus from east N.A. may also be in the area"" FL —""I have definitely been observing multiple ssp of Juncus effusus around, inc. Je.solutus, J.e.pacificus, and J.e.effusus. The list should be updated to included record of all these infrataxa—how to update comments?""","FL, AS",in progress
ogi,Juncaceae,Juncus ensifolius,Juncus ensifolius,"Common fens, wet meadows and fields throughout.",,,,remaining
ogi,Juncaceae,Juncus gerardii,Juncus gerardi,"Bedwell Harbour, N Pender. Winter Cove, Saturna. Salt marshes.",,,,remaining
ogi,Juncaceae,Juncus hesperius,Juncus hesperius,FL Otter Bay roadside 2006.,,look for J. laccatus FL,AS,in progress
ogi,Juncaceae,Juncus interior,Juncus interior,HJ Saturna 1975,,"""delete. I doubt it grows in the area. Rather rare in the Columbia River area near Washington and an intro in Metro Vancouver."" FL ""My record from Saturna is a re-id by Jennifer Penny. Will recheck. Also all the Saanich Peninsula records of J. interior are re-id by Jennifer."" HJ",FL,in progress
ogi,Juncaceae,Juncus oxymeris,Juncus oxymeris,Recheck HJ Galiano roadside collection. Should be at V but not found on eFlora.,,"""delete"" FL ""Agree"" HJ","HJ, FL",in progress
ogi,Juncaceae,Juncus tenuis,Juncus tenuis,"Moist meadows, farm fields throughout, all islands.",,,,remaining
ogi,Juncaceae,Luzula campestris,Luzula campestris,FL Prevost Island 2004.,,,,remaining
ogi,Juncaceae,Luzula comosa var. laxa,Luzula comosa laxa,Galiano location? Sullivan Saturna 1972. FL Prevost Island 2004.,,,,remaining
ogi,Juncaceae,Luzula macrantha,Luzula macrantha,"Galiano Tapovan Peace Park AS 2016. HJ Mt. Sutile 1979. AS Dinner Point, Mayne 2019.",,,,remaining
ogi,Juncaceae,Luzula multiflora,Luzula multiflora,"Throughout open coniferous forests, lakeshore, bogs.",,,,remaining
ogi,Juncaceae,Luzula parviflora,Luzula parviflora,Mayne Prelim Catalogue of VI and QCI location? Galiano location?,,,,remaining
ogi,Juncaceae,Luzula subsessilis,Luzula subsessilis,"Bluffs Park, Galiano AS 2016, Sutil Mt HJ 1979, Saturna HJ 1973 Gowland Point, S Pender B.A. Bennet 1992. AS Mayne 2019.",,,,remaining
ogi,Juncaginaceae,Triglochin concinna var. concinna,Triglochin concinna concinna,Salt or brackish marshes and mudflats; all islands,,,,remaining
ogi,Juncaginaceae,Triglochin maritima,Triglochin maritima,Salt marshes; common along rocky and muddy shores throughout. All islands.,,,,remaining
ogi,Lamiaceae,Ajuga reptans,Ajuga reptans,"Erhard waste ground Highland Rd and Ellis Rd, Galiano 2016. No information on naturalization.",,,AS,complete
ogi,Lamiaceae,Clinopodium douglasii,Clinopodium douglasii,"Dry, open woods throughout, all islands.",,,,remaining
ogi,Lamiaceae,Galeopsis tetrahit,Galeopsis tetrahit,Wet waste ground HJ Saturna 1980.,,,,remaining
ogi,Lamiaceae,Glechoma hederacea,Glechoma hederacea,"Persisting and marginally escaping, old gardens, all islands.",,,,remaining
ogi,Lamiaceae,Lamiastrum galeobdolon,Lamium galeobdolon,No herbarium reccords but listed by the Invasive Species Council of BC for Vancouver Island and Gulf Islands. Persistant and marginally spreading.,,,,remaining
ogi,Lamiaceae,Lamium amplexicaule,Lamium amplexicaule,"Gardens, cultivated ground, disturbed ground, Saturna, N Pender.",,,,remaining
ogi,Lamiaceae,Lamium hybridum,Lamium purpureum hybridum,"AS Cook Rd,Galiano 2018.",,name?,AS,in progress
ogi,Lamiaceae,Lamium purpureum,Lamium purpureum,"Roadsides, waste ground, all islands.",,,AS,complete
ogi,Lamiaceae,Lycopus americanus,Lycopus americanus,"HJ edge of fen, Saturna 1998, Galiano location?",,,AS,complete
ogi,Lamiaceae,Lycopus uniflorus,Lycopus uniflorus,"Marshes and fens, all islands.",,,AS,complete
ogi,Lamiaceae,Marrubium vulgare,Marrubium vulgare,"Waste ground, occasionaly open, grassy bluffs, Saturna, Mayne, N Pender.",,,,remaining
ogi,Lamiaceae,Melissa officinalis,Melissa officinalis,"Roadsides and waste places, all inlands.",,,,remaining
ogi,Lamiaceae,Mentha canadensis,Mentha canadensis,"Wet ground, fens and lake edges, all islands.",,,,remaining
ogi,Lamiaceae,Mentha pulegium,Mentha pulegium,AS Mayne 2019.,,,,remaining
ogi,Lamiaceae,Mentha rotundifolia,Mentha × rotundifolia,"Small colonies appearing to slowly spread Mayne, Galiano, N Pender.",,,,remaining
ogi,Lamiaceae,Mentha spicata,Mentha spicata,"Occasionaly naturalizing, low, wet places; all islands.",,,,remaining
ogi,Lamiaceae,Prunella vulgaris,Prunella vulgaris,"Lawns, gardens, disturbed ground, all islands.",,,,remaining
ogi,Lamiaceae,Stachys byzantina,Stachys byzantina,"HJ farm pasture, Mayne 1980. persisting? Pollom S Pender iNaturalist report 2017.",,,,remaining
ogi,Lamiaceae,Stachys cooleyae,Stachys chamissonis cooleyae,"Streambanks, fens, ditches, all islands.",,,,remaining
ogi,Lentibulariaceae,Utricularia gibba,Utricularia gibba,"AS McCoskrie Rd, Galiano 2018. AS Great Beaver Swamp and ER128, Galiano iNaturalist observations 2018-19.",,,,remaining
ogi,Lentibulariaceae,Utricularia minor,Utricularia minor,"HJ Blackbird Hill wetland, Saturna1996",,,,remaining
ogi,Lentibulariaceae,Utricularia vulgaris ssp. macrorhiza,Utricularia macrorhiza,"Sphagnum bog, Galiano 1981. AS same 2020.",,,,remaining
ogi,Liliaceae,Erythronium oregonum ssp. oregonum,Erythronium oregonum,"Grassy shorelines and points, rarely away from salt water. All islands.",,,,remaining
ogi,Liliaceae,Erythronium revolutum,Erythronium revolutum,Sigvardsen Montague Park Galiano 2016. Suspected hybrid (outside range of E. revolutum). Very pink tepals in iNaturalist photo.,,,,remaining
ogi,Liliaceae,Fritillaria affinis,Fritillaria affinis,"Grassy ridges, points usually near salt water and with Erythronium oreganum. All islands.",,,,remaining
ogi,Liliaceae,Lilium columbianum,Lilium columbianum,"Damp, open woods and meadows, roadsides. All islands.",,,,remaining
ogi,Liliaceae,Prosartes hookeri,Prosartes hookeri,"Field in Port Washington, North Pender HJ June 1981. Possibly planted.",,,,remaining
ogi,Liliaceae,Streptopus amplexifolius,Streptopus amplexifolius,HJ Saturna in splash zone of shaded waterfall.,,,,remaining
ogi,Lycopodiaceae,Huperzia selago,Huperzia selago,Macoun Mayne 1914.,,,,remaining
ogi,Lycopodiaceae,Lycopodium clavatum,Lycopodium clavatum,"Open, mossy areas in mature upland forest. Saturna, South Pender, Galiano.",,,AS,complete
ogi,Malvaceae,Alcea rosea,Alcea rosea,"Spreading on Scoones Point, Galiano.",,,,remaining
ogi,Malvaceae,Malva moschata,Malva moschata,"Waste ground, roadsides, all islands.",,,,remaining
ogi,Malvaceae,Malva neglecta,Malva neglecta,"Waste places, farm yards, Saturna, Mayne, Galiano",,,,remaining
ogi,Malvaceae,Malva sylvestris,Malva sylvestris,"Farm fields, vineyard fields, Saturna.",,,,remaining
ogi,Malvaceae,Sidalcea hendersonii,Sidalcea hendersonii,"Browning Harbour salt marsh, N Pender.",,,,remaining
ogi,Melanthiaceae,Toxicoscordion venenosum var. venenosum,Toxicoscordion venenosum venenosum,"Grassy bluffs and ridges, all islands.",,,,remaining
ogi,Menyanthaceae,Menyanthes trifoliata,Menyanthes trifoliata,"Huggins Devina Drive, Galiano 2016. AS same 2020.",,,,remaining
